123051033 56429
H 15077350 120018126
Q 332835519 1080023688
H 525882071 717638261
Q 79951806 111303465
H 334517688 488138103
H 289722760 428373480
H 321101166 571700968
H 128312540 183871090
H 387990640 422638528
H 153022086 212152081
H 126186680 531158205
Q 94776990 551293476
H 2586990 80893658
Q 189464824 237653944
H 128580200 494703411
Q 447567764 576023060
H 17630098 43843428
H 110406730 126690480
H 234549252 842428992
H 63875290 198607792
Q 76875736 123071764
Q 12052960 114858817
H 318421250 685311642
H 72788079 297794577
Q 230198454 244495954
H 128942282 136307848
H 244287657 666264873
H 601825356 965154861
H 80543400 90124408
H 218361213 665789753
H 886094440 1125957824
H 303926616 899847732
H 208964340 514481989
Q 361743750 599736492
H 201699090 219797302
Q 289107379 830441817
H 192611160 192928280
H 797748237 1392885342
Q 322816802 808616718
Q 411365481 567955653
H 19128400 226261726
H 180993984 698076597
H 738216192 815840910
H 32311072 684855072
Q 187989280 399954360
Q 235265550 262518454
H 206197632 624771665
Q 15147045 107018969
Q 261121280 857714112
Q 468136798 1461615172
Q 235137540 806259135
H 756506958 884628588
H 142603920 198356130
Q 320690928 355491980
H 648796608 655903517
H 790185948 811426658
H 276936403 294162423
H 27395228 247504138
H 137463405 163267125
Q 109445855 361914257
Q 853879500 1026079239
Q 147553809 310065103
H 123040911 388470270
H 260581266 346794776
H 688612884 831760452
Q 65354026 464438894
H 291428745 670582500
H 10796766 66696134
H 232961213 598676255
H 271868127 528656652
H 135058640 304258670
Q 474935571 626232951
Q 333121400 513863135
H 129832304 491471504
H 90338960 165684384
Q 76510728 552981948
H 78881218 219916053
Q 407467328 446463698
H 494076425 520557065
Q 758615040 953603085
H 137640205 460619205
H 1944546 28718226
H 537783714 1053606154
H 362403220 746386383
Q 446465220 524070660
H 3081510 10884330
Q 319886945 423294053
H 707921208 790306746
H 148602504 676138968
Q 337684245 1197363867
Q 342022392 508619451
H 290982522 1148564643
Q 76445696 642537071
H 33035387 650582959
H 161037463 173794931
H 161404650 197804970
H 146611980 342824620
Q 80129792 102680448
H 737191952 1100634290
Q 8668108 157642228
H 361058886 384447885
Q 20820750 521881810
H 529031160 870297813
H 300630122 770380973
Q 50269369 56905223
H 25893959 76273444
Q 16325458 457227778
H 172321292 172552532
H 442839316 1040795104
Q 445767140 1073189988
Q 27385540 257633217
Q 33989340 137032000
H 113042136 425054200
Q 22510400 92277272
H 34165074 246145310
H 28864080 470215632
Q 269666848 352104238
H 357017834 373999514
H 799266008 1521364618
H 86146612 154513597
H 41728302 474839638
H 165716012 334257058
Q 208214216 333483920
Q 501351168 546285540
Q 785756160 961887346
H 47753860 225205700
Q 600671406 801689066
Q 21328036 833202070
Q 426496252 741812869
Q 475644416 1341834513
H 406561296 606216752
H 493661496 932205900
Q 652354180 1185719857
Q 36537987 200778312
H 18069924 34151703
Q 836610838 1086464638
H 312007734 615873798
H 609731280 636186870
H 274317624 919286181
H 230076498 722800370
Q 9605362 72493246
Q 593296718 684483935
Q 199325943 1123138266
Q 15632347 389018477
H 414754760 551179064
H 855955816 1422418680
H 70621740 245280060
H 467617469 990225829
H 51264762 58735412
H 293484688 458771668
H 264205436 485538708
Q 109580763 179992664
H 35575804 315630076
H 284955968 769160556
H 49167839 62886467
H 105950541 560284267
H 7270895 351564933
Q 16528083 23880666
H 917919450 1042043481
Q 136363130 143366174
H 188953464 276537660
H 313625224 374046508
H 624058176 986279448
Q 498024150 767183391
H 273057400 323164891
Q 868008480 1002596264
Q 615886612 702030236
H 78525696 660618831
H 50036541 969906181
Q 538179936 1138018136
H 727314048 963072207
H 346945070 357405594
H 140861455 327498730
H 187487322 222947250
H 47919328 300305192
H 363556072 843068629
Q 113063280 502474233
Q 885162192 1801876988
H 99642587 104223533
H 1833678 454778478
H 540823395 654306539
Q 51296415 382272515
H 66543936 246154496
H 343392333 1030595149
Q 766745356 948325571
H 161454981 240076281
H 55048560 742244856
H 26927005 252409496
H 136944346 625487002
H 95144983 381780367
H 8467833 113843328
H 190099560 412853838
H 191303744 265143976
H 313939371 666285419
H 214363224 552052200
H 275715720 536658010
H 55319861 107336189
H 288016532 423063778
H 576976218 706661250
H 123757956 127403916
Q 195825525 273390229
H 222911140 429435250
H 6131972 184193114
H 95397568 766706974
Q 79743841 419475586
Q 119900130 444908298
H 17407780 393228880
H 81960590 343947910
Q 346847952 416660128
H 97304100 149851580
H 800653026 990902382
H 47207277 88502808
H 148187701 302270960
H 499494145 704401620
H 126133260 217020582
H 529714916 548140556
H 182312760 200020022
H 134028775 406226727
Q 482436960 771409252
H 65990448 691198462
H 364980903 422589207
Q 734665535 995603993
H 121839984 252044858
Q 524789034 919176096
H 481522301 758746831
H 270532863 333001113
H 513268128 818321310
Q 36564360 47178164
H 10157820 485990826
Q 372381086 933411658
Q 727665680 801429532
Q 279428236 1098228674
Q 662228631 1101345063
H 304213770 372652187
H 270419476 373469269
H 42509286 273442436
Q 12445270 75586745
Q 508573413 729962581
H 188139448 188754008
H 335916764 648505049
H 495257986 511070486
H 152281311 387340575
Q 317632931 446562566
H 109599967 115259761
H 13842867 401001000
Q 147204072 588175362
H 118453038 365855597
H 92960687 131650919
H 221521119 254782362
H 601296357 763839257
H 44679866 57833124
Q 792458964 902474604
Q 647714980 862267960
H 146697005 188928842
H 304586400 727130912
Q 308292943 409515065
H 934205984 1440829763
H 19000520 393895032
Q 107264472 661467702
Q 281498547 626485467
H 37062978 221089650
H 337771708 801546302
H 76538194 420563284
Q 78287253 175300023
H 502560476 529741190
H 250888872 326143816
H 579509982 1129404327
H 669414042 841778976
H 115509854 338394558
Q 622641600 638992656
Q 394701300 494475504
H 88007332 463743760
H 349115469 1054828149
H 752883096 876293096
Q 7994560 270785310
Q 195582773 201759842
H 23924478 427129680
H 232119012 545971937
H 30330720 123444480
Q 571182863 610277657
H 298484232 309070157
H 109638846 886763766
H 216292932 875137363
H 243790592 703421912
H 238208220 468431070
H 158497766 174994073
H 4898652 393443728
H 228017700 737347971
Q 188606772 216970979
H 721437032 1058074508
H 446843100 460912452
Q 341721128 366593838
Q 570947368 1333286368
Q 725025937 729127201
Q 162508680 163023165
H 122410509 941753453
H 299171772 367308748
Q 397142496 945760224
H 217178694 409649464
H 184010106 440149170
H 255155762 817157132
Q 222642754 713490748
H 73315008 469921427
H 46290393 91069446
Q 178535214 268167097
Q 463983129 642993129
H 19890585 49215300
Q 355355244 487284300
H 173373849 678993483
Q 261393327 802700367
H 43599640 151389952
Q 43592030 80336765
H 200861090 1022415203
H 765218229 951758529
H 694061938 736921048
H 344421840 552606817
H 213706883 427784483
H 166213148 210397122
Q 82516645 86691360
H 411738000 733656492
H 178854298 825507130
Q 243766656 285477236
H 8284336 135633514
H 675374877 723569277
H 262531170 1055688388
Q 621742221 1159585071
H 483889692 514622422
H 744598796 747133914
H 520672884 927485257
Q 812696184 1292635274
H 485027376 787538526
H 226036731 958613299
H 130895430 208165270
Q 478357256 612033278
H 4906880 206097118
H 63242550 329944602
Q 220337328 264009475
H 282370740 925273056
Q 245901420 1108989036
H 210427992 402096192
H 834396305 1405849430
H 189770008 340452425
H 55302914 624173710
H 137906046 408786684
H 15037160 191467634
Q 141677612 210574003
H 73621022 99148392
Q 8021683 609136483
H 5358434 367687912
Q 17508000 117527509
H 206301050 568115969
H 761002768 973913018
Q 336690132 512265510
H 145242648 213358949
Q 20659160 215000204
Q 53982206 319360539
H 559545210 652386906
H 363521686 761485346
H 188809536 700753896
H 684041666 1059732534
H 738308160 792510144
H 455932550 1477774983
H 59541664 66453304
Q 72063334 261378784
H 226124496 519817509
Q 227017952 315707696
H 546940042 1054286670
H 312550974 1236761312
H 240708178 948481426
H 108178840 424847528
H 710826100 1252136857
Q 31670610 317028114
Q 242416872 250689057
H 306409089 656922804
Q 144389608 172891852
H 513562672 958813922
Q 608642307 1039077117
H 373805040 391324494
Q 119283584 176253980
H 669400588 1056454092
H 363380559 1235064297
H 61227892 369343522
Q 44910889 661372189
Q 840040192 886368594
H 301465892 314767796
H 491925463 1333092563
H 252293225 261316061
Q 82395480 717912249
H 408537140 1083263468
H 705580676 781006981
H 29851116 283210072
H 173161020 952844996
H 238939946 936465411
H 861798600 1430527886
H 28771552 641012740
H 503575044 580631086
H 2937096 117756720
H 685370472 1322234952
Q 8708928 386059564
Q 222536160 233959392
H 365917468 1050414232
Q 644219136 701560939
H 60644274 100697478
Q 196904113 568913224
Q 267259350 419538716
Q 150889413 424371251
Q 161726064 164484162
H 793918804 917532304
H 273452862 299865641
H 344236384 638780759
H 189580440 929337777
Q 47695182 240191486
H 184225428 187170846
H 778351718 967578717
H 170583644 598682192
H 80303465 406340615
H 25064800 287113384
Q 242303712 322165767
H 335218764 466373254
H 503037717 801524367
H 161210998 502982107
H 233781120 451508300
H 380226240 559189684
H 118197632 204341205
H 167214800 301562266
H 271400880 749403790
H 7840580 167303536
H 56055600 767177655
H 58856756 160420683
Q 621284040 676090068
Q 839349218 857504738
Q 2781516 254104423
Q 188724888 626435832
H 18103800 41020632
Q 12254880 70814386
H 248317569 1083278801
H 114721168 205752608
H 3574872 81824274
H 108188340 108881643
H 746677250 971430380
Q 252978900 777877638
H 4796930 57565694
H 144269273 172851983
H 166839760 320837812
H 54956037 177374149
H 100235426 555194882
H 12759215 186935406
Q 69711262 1052743342
Q 85600032 128792054
H 40638386 348181121
H 278048243 302438993
H 30462354 513659274
H 758769088 761334048
H 288685934 480267694
H 710484300 905471257
H 1080160 58315956
Q 31776876 203868692
H 66585360 170138768
Q 794342696 829935426
H 68995485 446366875
H 115092861 483822927
H 950702157 1010626497
H 115237764 231050516
H 33266268 335461692
H 211786560 224859786
Q 736355772 745354764
H 10174168 415311810
H 918164128 1383594223
Q 41233836 285211020
H 57172482 66844978
H 124824714 581295714
H 917351882 1360070990
H 87333444 899298766
H 207941140 345120934
H 558756016 742537348
H 371845366 441401362
Q 587513234 1314784694
H 229336420 302149243
H 371131098 373889466
H 247954798 274746244
H 384979680 525454365
H 227032535 289011872
H 402945560 1192931096
Q 26619429 40925641
Q 495595016 641303465
Q 332540264 588745064
H 32856748 281910184
Q 636570 255619534
H 100972518 154301365
H 664073904 705324149
H 639922288 860680980
Q 23433165 512535717
H 487128180 848910540
Q 10567809 705107754
H 72222040 991405543
H 3877594 15974998
H 369062200 399889490
H 18629760 237219076
H 924100515 960196899
H 306189120 716194560
H 245799744 1028404546
H 735646054 1256241845
H 209514585 931471275
H 828298354 1406282626
H 598324476 866382716
Q 287634570 673499498
H 872986860 1463867216
H 242963962 505535623
Q 246552168 379975484
Q 1259260 113957652
H 584182880 714493556
H 684657765 1402650265
Q 532916781 758198869
H 92320696 679069846
Q 646888500 773752566
H 453915879 791356014
H 66418875 901669907
H 93382620 297348216
Q 108083640 217427360
Q 41266207 789255499
H 155020084 531743800
H 268304576 497864174
H 215751614 708140539
Q 18875050 43718092
Q 240056740 699892588
Q 51907072 410193280
Q 525191300 738622645
Q 692482365 723557290
H 32140310 52744395
H 762857452 1150224964
Q 242910979 319112313
H 300352326 640370246
H 312568848 409382656
H 261843168 413158514
H 174407528 421955308
Q 194858716 963024353
H 1849504 279303564
Q 175438926 669035271
H 437240601 765630091
H 162678512 304131868
Q 24781793 263667937
Q 4736160 202557718
Q 131298632 397475422
H 440732912 1312310962
Q 349351842 479960142
H 366625656 371343150
H 284109895 366712255
H 148268016 477699736
H 126437125 437546629
H 675637557 847029981
H 482647500 886417016
H 278715390 400634176
Q 472292424 497741064
H 151697489 408810241
Q 102603680 177386444
H 61109699 232654463
Q 759985980 1038350924
Q 397752960 642761769
Q 368849012 524218418
H 71370613 413134045
H 529813522 946527234
H 95433280 279679960
H 251340900 283613256
Q 19800616 237171682
Q 349647830 974039705
H 128842116 383379012
Q 244461944 447221235
H 75182499 131411259
H 364026750 409224374
H 433875760 588745960
Q 289303236 306717696
H 185912364 512480556
H 92964168 181796418
H 359651054 1080605967
H 740490000 1050239063
Q 574323685 1022382949
H 300128712 360491400
H 711655058 992935018
H 31873140 174599620
Q 640312200 1150019720
H 67754322 789336462
H 42430572 200003252
H 120067516 229853416
H 62644914 502503246
H 25863169 73523321
H 369774885 451148565
H 321088425 764134947
H 713187000 940702386
H 577419333 605048493
Q 320256712 1055459152
H 28945280 105276592
H 261190605 273479355
H 300580380 445611528
Q 301920850 985022892
Q 396618840 657849595
H 181450767 266687345
Q 805764800 952232175
H 130661538 666629454
Q 403807395 417298955
Q 17647974 198478218
H 152619080 399582536
H 581722596 891560004
H 202251400 462265800
H 556420285 915417781
Q 91007763 94413572
Q 226503754 283909430
Q 660062626 942446923
Q 191259490 997934422
H 81014520 193983600
H 857249512 951665302
H 233583044 241139606
H 59298032 146336600
H 101482700 736255112
H 625525524 1424324220
H 7331655 336558007
H 128705808 627105288
H 47319304 51006549
Q 240015360 253434220
H 85503572 472228052
H 61589649 736161075
H 87826797 409371213
H 565644160 1139391784
H 543313268 1248961755
Q 885093408 1495556048
H 587338925 597757993
H 62977425 95280525
H 151050784 177732704
Q 157696256 934068136
H 395459252 402753770
H 378019620 873784602
H 314908680 546639480
Q 351697892 742985171
Q 140950928 180033004
H 172048520 814081780
H 593592510 785364330
H 233719239 331344363
Q 221904823 296814006
H 245970819 319364283
H 53639404 331212518
H 333833680 710144548
H 76006044 289221213
H 362650970 910505186
Q 563007571 1404894771
H 57288062 304125422
Q 46678098 68438950
H 148759344 423249192
Q 163328373 360713685
H 258465372 530744522
H 694733904 741640876
Q 268573525 309454408
H 5147450 23930530
Q 209302650 776124090
Q 23398980 725236660
H 212429196 415432178
Q 193464912 260661662
H 367756458 701875299
H 104137710 133405127
H 415664760 632878770
H 257070424 266359443
H 338340448 1118512568
H 524024860 722531650
Q 595230585 645018455
Q 767427182 978600716
Q 29092725 123030253
H 513520590 576151310
Q 244621712 309340034
H 120908675 129909443
H 372221515 621203553
H 101815520 161924098
H 396862976 610999532
H 531998105 1375139321
H 656614230 994134130
Q 654337035 1371939224
H 78011270 206682120
H 103923798 488463408
H 262102148 267828292
H 114510528 355191878
H 307663104 375115818
H 196622642 706659292
H 419599440 1298129404
H 759655968 762575878
Q 174671609 248634609
Q 180425386 277680734
H 503414212 872626965
Q 296845960 394839115
H 192945155 263515209
H 69330996 129912478
H 404848640 425999738
Q 342737865 775194975
H 69280761 678264411
Q 312033456 976077750
Q 248260720 284865288
H 88541934 166791294
H 96629133 418719953
Q 11696146 740989984
Q 401987850 758175106
Q 435376609 594845494
H 592238779 638590235
Q 523431594 557756190
H 710181315 836278839
H 268044620 649110062
Q 298097240 532954532
H 72514020 269645203
Q 455100052 1102926727
Q 149814021 293614509
Q 978873560 1090033565
H 238283675 401718875
Q 341563500 774321084
Q 63482040 304210418
Q 65581901 329551090
H 89251500 546519616
H 36646896 201609084
H 890335152 908650080
H 51744280 271949188
H 162882719 622387622
H 565292428 1434667920
H 220208841 278409463
Q 8671872 627922950
H 124760916 168050877
Q 12730739 73290911
H 686566097 878445785
H 77285922 129501537
H 139781180 140408769
H 106538269 601194779
Q 292525275 1048152459
H 253478586 528245376
Q 552881625 581155206
H 110696176 267065068
H 10093820 239269736
Q 99600822 534939726
H 1321184 911981504
H 49930955 57036713
